source_file,referenced_path,exists_yes_no,fix_needed
.prompts/claude/03_RESEARCH_COMPONENT.md,06_DATASHEETS/00_INDEX/NAMING_CONVENTIONS.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,06_DATASHEETS/00_INDEX/PUBLIC_RELEASE_DATASHEET_POLICY.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,06_DATASHEETS/00_INDEX/RESEARCH_PIPELINE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,06_DATASHEETS/00_INDEX/SOURCE_PRIORITY_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,08_COMPONENT_DATABASE/00_INDEX/PART_SCHEMA.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,08_COMPONENT_DATABASE/00_INDEX/VERIFICATION_LEVELS.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/03_RESEARCH_COMPONENT.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,06_DATASHEETS/00_INDEX/NAMING_CONVENTIONS.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/00_INDEX/AI_USAGE_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/00_INDEX/COMPONENT_DATABASE_README.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/00_INDEX/KICAD_SYMBOL_FOOTPRINT_LINKING_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/00_INDEX/PART_SCHEMA.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/00_INDEX/VERIFICATION_LEVELS.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,08_COMPONENT_DATABASE/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/04_ADD_COMPONENT_TO_DATABASE.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/05_PLAN_SCHEMATIC.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,00_CODEX_START/KICAD_SAFE_AUTOMATION_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,00_CODEX_START/PROJECT_INDEX.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,01_MEMORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,08_COMPONENT_DATABASE/00_INDEX/AI_USAGE_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/05_PLAN_SCHEMATIC.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/06_REVIEW_SCHEMATIC.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,00_CODEX_START/KICAD_SAFE_AUTOMATION_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,03_TOOLS/kicad_app_intelligence/KICAD_AGENT_TASK_MAP.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,08_COMPONENT_DATABASE/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/06_REVIEW_SCHEMATIC.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/06_REVIEW_SCHEMATIC.md,"ERC if available and appropriate.
4. Cross-check symbols, values, references, power pins, unconnected pins, interfaces, connectors, programming/debug, reset, clocking, and protection.
5. Compare parts against",no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,".
- Produce a verification report with pass/warn/fail status.
- Do not fabricate datasheet, package, or layout-rule claims.
- Do not approve footprints without exact part-number drawing verification.
- Label any generated manufacturing-style outputs",no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,00_CODEX_START/KICAD_SAFE_AUTOMATION_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,03_TOOLS/kicad_app_intelligence/KICAD_AGENT_TASK_MAP.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/07_REVIEW_PCB.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/08_RUN_ERC_DRC.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,03_TOOLS/kicad_app_intelligence/KICAD_CLI_COMMANDS_REFERENCE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,"; ERC/DRC reports are review artifacts, not fab approval",no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/08_RUN_ERC_DRC.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,00_CODEX_START/KICAD_SAFE_AUTOMATION_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,03_TOOLS/kicad_app_intelligence/KICAD_CLI_COMMANDS_REFERENCE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/09_EXPORT_NOT_FINAL_PACKAGE.md,NOT_FINAL_README.md,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,".
- Produce a verification report with pass/warn/fail status.
- Do not fabricate ERC, DRC, BOM, datasheet, footprint, visual, or manufacturer-rule pass status.
- Do not approve footprints without exact source verification.
- Treat packages as",no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,00_CODEX_START/KICAD_SAFE_AUTOMATION_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/10_REVIEW_FAB_PACKAGE.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,00_CODEX_START/CONTROL_PLANES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,00_CODEX_START/KICAD_AGENT_OPERATING_MANUAL.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,00_CODEX_START/SAFETY_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,03_TOOLS/kicad_app_intelligence/KICAD_CLI_COMMANDS_REFERENCE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,03_TOOLS/kicad_app_intelligence/KICAD_DO_NOT_TOUCH_RULES.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/11_DEBUG_KICAD_ISSUE.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,00_CODEX_START/CURRENT_PROJECT.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,00_CODEX_START/HISTORY_INDEX.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,00_CODEX_START/MEMORY_INDEX.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,00_CODEX_START/PROJECT_INDEX.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,00_CODEX_START/START_HERE.md`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,01_MEMORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,02_HISTORY/`,no,"Create referenced file, fix path, or remove stale reference."
.prompts/claude/12_UPDATE_REPO_MEMORY_HISTORY.md,C:\Users\LJ\GitHub\KICAD_ENGINE`,no,Absolute Windows path does not exist here or is stale; replace with repo-relative path or mark as example.
.prompts/codex/00_START_SESSION.md,00_CODEX_START/CONTROL_PLANES.md`,no,"Create referenced file, fix path, or remove stale reference."
