file_path,placeholder_type,severity,required_content
02_HISTORY/sessions/MCU_DATASHEET_TREE_UPGRADE_SESSION.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
02_HISTORY/sessions/STM32_SOURCE_LINK_RESEARCH_SESSION.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/common/docs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/common/repos,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/common/scripts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/kicad_app_intelligence/generated/kicad_resource_summary.windows.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/linux/logs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/linux/repos,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/linux/scripts/appimage_control,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/linux/scripts/check_linux_kicad_env.sh,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/linux/scripts/dogtail,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/linux/scripts/screenshots,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/linux/scripts/ydotool,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/scripts/ai_quality/ai_quality_common.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/build_datasheet_index.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/build_stm32_ai_datasheet_tree.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/build_stm32_source_link_indexes.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/create_missing_datasheet_report.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/generate_component_summary_stub.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/datasheets/validate_datasheet_links.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/kicad_app_audit/deep_kicad_folder_inventory.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/kicad_engine_health_check.ps1,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/kicad_libraries/index_footprints.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/kicad_libraries/index_symbols.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/memory_history/memory_history_common.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/scripts/project_validation/validate_kicad_project.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/tool_logs/KICAD_HAPPY_USAGE_GUIDE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
03_TOOLS/windows/repos/AutoHotkey/.git/objects/info,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/AutoHotkey/.git/refs/tags,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/FlaUI/.git/objects/info,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/FlaUI/.git/refs/tags,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/FlaUInspect/.git/objects/info,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/FlaUInspect/.git/refs/tags,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/SikuliX1/.git/objects/info,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/repos/SikuliX1/.git/refs/tags,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/scripts/ahk,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
03_TOOLS/windows/scripts/pyautogui,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/command_logs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/design_decisions,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/failed_attempts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/issue_logs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/sessions,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/user_corrections,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/verification_runs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/history/workflow_runs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/learning,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/notes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/COMMAND_LINK_VERIFIED_REFERENCE/reference_original_inventory,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/bom,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/datasheets,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/fabrication,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/history/command_logs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/history/design_decisions,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/history/sessions,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/history/workflow_runs,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/notes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/active/ESP32_CSI_WIFI_NODE/scripts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/datasheets,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/history,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/memory,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/notes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/renders,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/CLEAN_KICAD_PASSING_SAMPLE/scripts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/datasheets,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/history,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/memory,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/notes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/renders,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/archive/SAMPLE_KICAD_TEST_PROJECT/scripts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/bom,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/datasheets,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/fabrication,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/history,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/kicad,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/memory,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/notes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/renders,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/reports,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
04_KICAD_PROJECTS/templates/STANDARD_KICAD_PROJECT_TEMPLATE/scripts,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/bom,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/clean_sample_candidate_tests/kibot_kicad9_20260430_173821/candidate_reports,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/datasheet_tree/MCU_TREE_GENERATION_RESULTS.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/datasheet_tree/MCU_TREE_GENERATION_RESULTS_RERUN.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/drill,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/gerbers,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/html_bom,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.codex/prompts/CREATE_REAL_KICAD_PROJECT_FROM_REQUIREMENTS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.codex/prompts/NEW_KICAD_PROJECT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/02_CREATE_NEW_PROJECT_WORKSPACE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/03_RESEARCH_COMPONENT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/04_ADD_COMPONENT_TO_DATABASE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/05_PLAN_SCHEMATIC.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.vscode/tasks.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/HISTORY_INDEX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/MEMORY_INDEX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/SESSION_START_CHECKLIST.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/WORKFLOW_RULES.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/01_MEMORY/projects/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/linux/scripts/check_linux_kicad_env.sh,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/build_datasheet_index.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/create_missing_datasheet_report.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/generate_component_summary_stub.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/validate_datasheet_links.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_engine_health_check.ps1,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_libraries/index_footprints.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_libraries/index_symbols.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/project_validation/validate_kicad_project.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,Replace placeholders with verified content or clearly mark intentionally unverified/template-only status.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/05_OUTPUTS/datasheet_research,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/05_OUTPUTS/review_packages,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/05_OUTPUTS/setup_indexes,EMPTY_FOLDER,HIGH,"Add intended files, .gitkeep with purpose, or remove from production scope."
