file_path,issue_type,severity,why_it_is_weak,required_fix
02_HISTORY/claim_evidence_matrices/MCU_DATASHEET_TREE_UPGRADE_CLAIM_EVIDENCE_MATRIX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/claim_evidence_matrices/STM32_SOURCE_LINK_RESEARCH_CLAIM_EVIDENCE_MATRIX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/KIBOT_INSTALL_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/KICAD_HAPPY_INSTALL_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/KICAD_MCP_PRO_INSTALL_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/MCU_DATASHEET_TREE_UPGRADE_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/STM32_SOURCE_LINK_RESEARCH_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/command_logs/VISUAL_TOOLS_INSTALL_COMMANDS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/COMPONENT_DATABASE_CORE_SETUP_AUDIT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/KICAD_ENGINE_FINAL_SETUP_AUDIT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/MICROCONTROLLER_FAMILY_CONTENT_GENERATOR_AUDIT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/STM32F1_PILOT_CONTENT_COMPLETION_REPORT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/STM32_DATASHEET_TREE_CONTENT_COMPLETION_AUDIT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/STM32_SOURCE_LINK_RESEARCH_REPORT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/design_reviews/SUPPLIER_DATASHEET_FOOTPRINT_FINAL_AUDIT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/failed_attempts/MCU_TREE_UPGRADE_RG_DOLLAR_QUOTING.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/issue_logs/MCU_DATASHEET_SUPPORT_FOLDERS_REMAIN_WEAK.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/sessions/KICAD_VERIFICATION_SCRIPTS_CREATED.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/sessions/MCU_DATASHEET_TREE_UPGRADE_SESSION.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
02_HISTORY/sessions/STM32_SOURCE_LINK_RESEARCH_SESSION.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/kicad_app_intelligence/generated/kicad_resource_summary.windows.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/linux/scripts/check_linux_kicad_env.sh,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/ai_quality/ai_quality_common.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/build_datasheet_index.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/build_stm32_ai_datasheet_tree.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/build_stm32_source_link_indexes.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/create_missing_datasheet_report.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/generate_component_summary_stub.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/datasheets/validate_datasheet_links.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/kicad_app_audit/deep_kicad_folder_inventory.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/kicad_engine_health_check.ps1,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/kicad_libraries/index_footprints.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/kicad_libraries/index_symbols.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/memory_history/memory_history_common.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/scripts/project_validation/validate_kicad_project.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
03_TOOLS/tool_logs/KICAD_HAPPY_USAGE_GUIDE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/datasheet_tree/MCU_TREE_GENERATION_RESULTS.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/datasheet_tree/MCU_TREE_GENERATION_RESULTS_RERUN.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.codex/prompts/CREATE_REAL_KICAD_PROJECT_FROM_REQUIREMENTS.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.codex/prompts/NEW_KICAD_PROJECT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/02_CREATE_NEW_PROJECT_WORKSPACE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/03_RESEARCH_COMPONENT.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/04_ADD_COMPONENT_TO_DATABASE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.prompts/codex/05_PLAN_SCHEMATIC.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/.vscode/tasks.json,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/HISTORY_INDEX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/MEMORY_INDEX.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/SESSION_START_CHECKLIST.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/00_CODEX_START/WORKFLOW_RULES.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/01_MEMORY/projects/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/linux/scripts/check_linux_kicad_env.sh,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/build_datasheet_index.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/create_missing_datasheet_report.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/generate_component_summary_stub.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/datasheets/validate_datasheet_links.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_engine_health_check.ps1,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_libraries/index_footprints.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/kicad_libraries/index_symbols.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/03_TOOLS/scripts/project_validation/validate_kicad_project.py,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/DATASHEET_SUMMARY_TEMPLATE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/DEV_BOARD_RECORD_TEMPLATE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/METADATA_SCHEMA.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/PART_RECORD_TEMPLATE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/REFERENCE_DOCUMENT_TEMPLATE.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/connector_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/espressif_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/microchip_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/nordic_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/power_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/protection_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/raspberry_pi_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/00_INDEX/source_lists/stmicro_sources.csv,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ATMEL_LEGACY/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ANTENNA_RF_REFERENCES/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/DESIGN_GUIDES/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ERRATA/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_C2/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_C3/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_C5/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_C6/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_H2/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_P4/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
05_OUTPUTS/installer_smoke_test/KICAD_ENGINE_TEST_2026-05-03T00-18-33-993Z/06_DATASHEETS/01_MICROCONTROLLERS/ESPRESSIF/ESP32_S2/README.md,UNEXPANDED_TEMPLATE_VARIABLE,HIGH,File contains boilerplate or unresolved template language that reduces agent usefulness.,Replace with specific instructions/data or move to templates/examples.
